q1_anchor_deg,q2_anchor_deg,q1_dot,q2_dot,recovered,settling_time,total_control_effort,peak_angle_error,peak_cart_displacement
2.0,2.0,1.75,0.25,True,6.59,4952.7979789046,79085.49571834384,1451.7290322508727
2.0,2.0,1.75,0.5,False,nan,8601.202215922325,35.62597922381425,2.0419475804977374
2.0,2.0,1.75,0.75,False,nan,3641.836506114925,40.60239656239581,2.0318828084447347
2.0,2.0,1.75,1.0,False,nan,8284.71746833028,2140.046242407014,6.357936216429656
2.0,2.0,1.75,1.25,False,nan,8791.767292663517,90.56075852144578,2.040352044136068
2.0,2.0,1.75,1.5,False,nan,8809.164777755066,65.46823526524577,2.038077716165802
2.0,2.0,1.75,1.75,True,9.94,7829.959415129578,1382.7146589986899,22.533946186654035
2.0,2.0,1.75,2.0,False,nan,8750.394666155651,52.397510139099495,2.025542003909589
2.0,2.0,2.0,-2.0,True,3.315,150.53382544369794,0.21637136589389022,1.731652424561911
2.0,2.0,2.0,-1.75,True,3.4050000000000002,207.77702874611754,0.2674165104127033,1.925175830352183
2.0,2.0,2.0,-1.5,True,3.305,352.4985807214958,0.3252600632417593,1.9127555797333788
2.0,2.0,2.0,-1.25,False,nan,8801.213259336924,31.023636479433225,2.0359611352940834
2.0,2.0,2.0,-1.0,False,nan,8789.478823040714,58.99460728316543,2.0556292663326037
2.0,2.0,2.0,-0.75,False,nan,8795.331847889644,43.49137312084621,2.052993280803146
2.0,2.0,2.0,-0.5,True,8.425,6553.939124667133,1902.0705844356887,23.60509290182946
2.0,2.0,2.0,-0.25,False,nan,8835.292787455479,43.29599846330568,2.028968174372329
2.0,2.0,2.0,0.0,True,5.55,4033.903782407758,10276.227403448513,602.3684344863174
2.0,2.0,2.0,0.25,False,nan,8792.538419589699,84.61588439574409,2.0352412780261324
2.0,2.0,2.0,0.5,False,nan,8775.163379978741,45.790787579389885,2.0565139251755395
2.0,2.0,2.0,0.75,False,nan,8851.101631231217,58.5727365078746,2.041264303336698
